"participant","condition","time","decision","accuracy","threshold","bias","drift","noise"
"1","turtle",12,"left","correct","21.3823191850502","0.444386249679792","0.181906373758424","0.817738750497378"
"1","turtle",6,"left","correct","19.599737908951","0.444386249679792","0.168917957962599","1.74032299147723"
"1","turtle",16,"right","incorrect","20.5333059195478","0.444386249679792","0.29372472230327","-0.896515206243773"
"1","cheetah",11,"left","correct","10.4018029135517","0.444386249679792","0.295194567634676","0.27034569184312"
"1","cheetah",50,"right","correct","10.0929429271443","0.444386249679792","-0.0066805384170544","-0.0843821495804719"
"1","turtle",10,"right","incorrect","20.6319199308749","0.444386249679792","0.254881934136845","-1.19469464679597"
"1","cheetah",16,"left","incorrect","10.6860958318492","0.444386249679792","-0.325002342637937","0.712794594933742"
"1","cheetah",46,"left","correct","10.4093230836172","0.444386249679792","0.445541348492667","-0.319703375534233"
"1","turtle",11,"left","correct","19.8076882807754","0.444386249679792","0.108267707090235","0.917736492804838"
"1","cheetah",8,"left","incorrect","11.0127158739568","0.444386249679792","-0.204981413702861","0.995367560477941"
"1","turtle",5,"right","incorrect","19.3907436631534","0.444386249679792","0.325056295468013","-2.15035932392534"
"1","cheetah",4,"left","correct","10.9383252762136","0.444386249679792","0.0709902060409452","1.85565137544318"
"1","cheetah",4,"right","correct","8.77694356892194","0.444386249679792","-0.0928987081899269","-1.07641165259622"
"1","turtle",7,"left","incorrect","20.1441657899178","0.444386249679792","-0.132213096001258","1.83319199666035"
"1","cheetah",4,"left","incorrect","8.14181508440233","0.444386249679792","-0.170176106907037","1.57582608660883"
"1","cheetah",31,"left","incorrect","11.9589188542264","0.444386249679792","-0.0730982311426111","0.290870344009195"
"1","cheetah",5,"right","incorrect","9.48969779253282","0.444386249679792","0.116566256129142","-1.04807887030587"
"1","turtle",42,"left","incorrect","19.933228119973","0.444386249679792","-0.270729183204261","0.538844574173048"
"1","cheetah",14,"left","incorrect","9.43069321094032","0.444386249679792","-0.210852511184739","0.605704425088648"
"1","turtle",9,"right","incorrect","19.7959670389805","0.444386249679792","0.0449625211074432","-1.0616962779068"
"1","turtle",15,"right","correct","20.1711797016055","0.444386249679792","-0.215678905991647","-0.418258686809239"
"1","turtle",59,"right","incorrect","19.6418823424667","0.444386249679792","0.197051690689095","-0.347524858836306"
"1","turtle",27,"right","incorrect","19.3269899196112","0.444386249679792","0.241556781447151","-0.563409170920153"
"1","cheetah",3,"right","correct","8.62387689269813","0.444386249679792","-0.105042797469628","-1.51343442498461"
"1","cheetah",17,"right","incorrect","12.6851484360807","0.444386249679792","0.315654857733161","-0.649284781020021"
"1","turtle",14,"right","correct","20.7306493509833","0.444386249679792","-0.250462468228151","-0.428126285079487"
"1","turtle",11,"left","correct","18.5606089806214","0.444386249679792","0.0930253681231659","0.849321554220313"
"1","turtle",106,"left","correct","19.2961032381094","0.444386249679792","0.175259520472517","-0.073160805394096"
"1","cheetah",17,"right","incorrect","8.48155702626432","0.444386249679792","0.32246698051702","-0.550255477405269"
"1","turtle",18,"right","correct","19.4520602428671","0.444386249679792","-0.0866850578865151","-0.394934424492675"
"1","turtle",17,"right","correct","18.8876282374337","0.444386249679792","-0.189968496650547","-0.328897469602361"
"1","turtle",9,"right","correct","19.4013079516943","0.444386249679792","-0.305247401086673","-0.730320622204478"
"1","cheetah",3,"right","correct","8.49011654502406","0.444386249679792","-0.207483436145632","-1.12240633309496"
"1","turtle",19,"right","incorrect","20.1913224801409","0.444386249679792","0.31473858417527","-0.800582399187953"
"1","turtle",834,"left","correct","19.9918816581574","0.444386249679792","0.184360320808597","-0.171026704705248"
"1","turtle",35,"left","correct","19.637754080547","0.444386249679792","0.247018139904537","0.0690521350552936"
"1","turtle",10,"right","correct","21.370162134317","0.444386249679792","-0.0778171397227653","-0.914307617399204"
"1","turtle",8,"right","correct","18.7616174398109","0.444386249679792","-0.167103315963063","-0.883155465401863"
"1","turtle",9,"left","incorrect","19.7507860726789","0.444386249679792","-0.283940210783126","1.53605175355276"
"1","cheetah",7,"left","correct","10.6924653938053","0.444386249679792","0.132065460792071","0.772817125278391"
"1","cheetah",60,"right","correct","10.3624123683565","0.444386249679792","-0.33414823633157","0.257345994253216"
"1","cheetah",21,"right","incorrect","10.6182224715935","0.444386249679792","0.140872247480836","-0.365599143351036"
"1","turtle",5,"right","incorrect","20.5725969508641","0.444386249679792","0.144115697101276","-2.04076967636191"
"1","cheetah",10,"right","incorrect","10.1464752067018","0.444386249679792","0.145436093267087","-0.625937558756944"
"1","turtle",9,"left","correct","19.6949739116827","0.444386249679792","0.141139033827902","1.08917887283111"
"1","turtle",18,"left","incorrect","19.4307512534902","0.444386249679792","-0.128040027262886","0.753427427211254"
"1","cheetah",18,"left","correct","9.11874585388873","0.444386249679792","0.199289614785901","0.0914185794284867"
"1","cheetah",16,"left","correct","8.35628962652586","0.444386249679792","0.2249559583088","0.0842428516652898"
"1","turtle",18,"left","correct","20.5065550080947","0.444386249679792","0.18944080971696","0.460565073455819"
"1","turtle",8,"right","correct","19.9125575636959","0.444386249679792","-0.0762004580364405","-1.09217159911613"
"1","cheetah",23,"right","correct","10.7216204470458","0.444386249679792","-0.265368618502881","0.053977372619692"
"1","cheetah",8,"left","incorrect","9.59009065592427","0.444386249679792","-0.344206067267911","1.07365120416182"
"1","cheetah",9,"right","incorrect","8.79693262255608","0.444386249679792","0.170270873938671","-0.629325856845484"
"1","cheetah",5,"left","incorrect","10.8118944404358","0.444386249679792","-0.155098910215466","1.4100336997509"
"1","cheetah",126,"left","incorrect","9.01233447914666","0.444386249679792","-0.192086865762896","0.231943088552355"
"1","turtle",11,"left","incorrect","19.7429659291215","0.444386249679792","-0.287429507803068","1.29229263654314"
"1","cheetah",10,"left","incorrect","11.1421113581736","0.444386249679792","-0.0740168014433273","0.754025755766533"
"1","turtle",25,"left","incorrect","20.9745993180274","0.444386249679792","0.049944422163917","0.426656063692046"
"1","cheetah",10,"right","incorrect","10.00284801258","0.444386249679792","0.355536844713951","-0.807389410284862"
"1","cheetah",4,"left","correct","10.4380638314042","0.444386249679792","0.255356986548668","1.38783783590521"
"1","turtle",59,"left","correct","20.395063871177","0.444386249679792","0.268801229654254","-0.0762089828370175"
"1","turtle",14,"left","correct","19.5017287686348","0.444386249679792","0.123359933823586","0.699880170919291"
"1","turtle",37,"right","correct","20.8630903185485","0.444386249679792","-0.192009532341675","-0.0630098907906093"
"1","turtle",11,"left","correct","19.6540309034642","0.444386249679792","0.142502945881964","0.924117256861742"
"1","cheetah",3,"left","correct","8.90725217401067","0.444386249679792","0.189745336762529","1.82602372568051"
"1","turtle",6,"left","incorrect","20.3151619086644","0.444386249679792","-0.15845673115602","2.06879427696159"
"1","turtle",8,"right","incorrect","20.144823938741","0.444386249679792","0.256174661789081","-1.404987692594"
"1","cheetah",6,"right","correct","9.59008273847489","0.444386249679792","-0.0749612435058703","-0.722510457129659"
"1","turtle",6,"left","incorrect","19.9481838014863","0.444386249679792","-0.152474457427545","2.06613132063653"
"1","turtle",50,"left","incorrect","20.1230195019057","0.444386249679792","-0.376963246853067","0.603563376162155"
"1","turtle",9,"right","correct","20.3049295798529","0.444386249679792","-0.113728559349311","-0.989014314922676"
"1","cheetah",5,"left","correct","10.4620611713566","0.444386249679792","-0.0556508756131294","1.37617874792427"
"1","cheetah",50,"right","correct","11.3874076372945","0.444386249679792","-0.0579054537592748","-0.0445336243628046"
"1","turtle",15,"left","correct","21.54170592062","0.444386249679792","0.0823331271642166","0.740605271362727"
"1","cheetah",6,"left","incorrect","10.3571991603517","0.444386249679792","-0.386254031126156","1.38030795136786"
"1","turtle",13,"left","correct","20.5999899057329","0.444386249679792","0.231019916010361","0.661813137548101"
"1","cheetah",5,"right","correct","11.7602230672169","0.444386249679792","-0.351707677215162","-0.833810288131094"
"1","turtle",7,"left","incorrect","18.0954196141733","0.444386249679792","-0.0228975739047923","1.6134448525581"
"1","turtle",8,"right","correct","19.687262439958","0.444386249679792","-0.233070685551165","-0.978461980458213"
"1","cheetah",5,"right","incorrect","11.2527399580668","0.444386249679792","0.204492774067643","-1.3340292350652"
"1","cheetah",7,"right","correct","10.5151138112732","0.444386249679792","-0.21066489549063","-0.525942611688798"
"1","turtle",17,"left","correct","19.5836961239473","0.444386249679792","0.21959811575146","0.456185498148082"
"1","turtle",13,"right","correct","19.6013735325884","0.444386249679792","-0.239848173664282","-0.479503696385896"
"1","turtle",14,"right","correct","20.4045056942853","0.444386249679792","-0.12441170541351","-0.54359752104466"
"1","cheetah",42,"right","incorrect","10.8534739964585","0.444386249679792","0.323117589193038","-0.43961783044853"
"1","cheetah",5,"left","correct","10.6219373553564","0.444386249679792","0.429038211621086","0.917725959106161"
"1","turtle",8,"left","correct","19.3472158855996","0.444386249679792","0.285362458675998","1.13973426205964"
"1","cheetah",6,"left","incorrect","10.2358613569972","0.444386249679792","-0.177362329734982","1.16093467582477"
"1","turtle",7,"left","correct","21.0530325234556","0.444386249679792","0.233034839509952","1.69812503021067"
"1","turtle",13,"left","incorrect","20.4350496039988","0.444386249679792","-0.154380344331122","1.05469857580751"
"1","turtle",110,"left","incorrect","19.0646812485134","0.444386249679792","-0.132815106116194","0.22916248151836"
"1","cheetah",50,"right","correct","9.93669128744432","0.444386249679792","-0.124057609351389","0.0354653887532884"
"1","cheetah",6,"left","correct","9.7862294850306","0.444386249679792","0.248770751007203","0.723820589502766"
"1","turtle",57,"left","incorrect","19.6748969984527","0.444386249679792","-0.313594062157677","0.507433485052967"
"1","cheetah",7,"right","correct","9.60372765366976","0.444386249679792","-0.19275940562342","-0.482214682656889"
"1","turtle",5,"left","incorrect","21.0537772992558","0.444386249679792","-0.130109211505425","2.74340994723247"
"1","turtle",7,"left","incorrect","18.9395221295575","0.444386249679792","-0.258326832514466","1.77597842688928"
"1","cheetah",4,"left","correct","10.2432211624567","0.444386249679792","0.236625683264071","1.5202002716725"
"1","cheetah",4,"right","correct","9.88652087416577","0.444386249679792","-0.125382122196081","-1.15257302642244"
"1","cheetah",3,"right","correct","10.3084959783552","0.444386249679792","-0.303064840220769","-1.48899799705458"
"1","turtle",8,"left","correct","19.3372270481904","0.444386249679792","0.0281150850085428","1.4419495696885"
"1","turtle",35,"right","correct","18.4698434032408","0.444386249679792","-0.487179969683318","0.245905251312658"
"1","cheetah",27,"left","incorrect","11.6885039984029","0.444386249679792","-0.187880161237316","0.432535115559533"
"1","turtle",12,"left","correct","21.2498852924905","0.444386249679792","0.1660073721051","0.83157438925222"
"1","turtle",7,"right","correct","21.0766968492852","0.444386249679792","-0.293136791504571","-1.13175819106194"
"1","cheetah",11,"left","incorrect","9.09528936770976","0.444386249679792","-0.206752529707572","0.673697419797929"
"1","cheetah",819,"left","incorrect","9.43022965373258","0.444386249679792","-0.0816879433679344","0.0880921212075599"
"1","cheetah",11,"right","incorrect","10.7861432549157","0.444386249679792","0.249468736383737","-0.704859978759056"
"1","cheetah",13,"right","correct","11.2230120228046","0.444386249679792","0.0164082969060249","-0.429162309764336"
"1","cheetah",15,"right","correct","10.7776589197519","0.444386249679792","-0.162310452134745","-0.17053590396957"
"1","turtle",18,"left","incorrect","21.3612387490507","0.444386249679792","-0.398636839694463","1.05815949488235"
"1","turtle",67,"right","incorrect","19.119067248836","0.444386249679792","0.00387199003777511","-0.131145425924151"
"1","turtle",10,"right","correct","19.7213461158649","0.444386249679792","-0.114611797408707","-0.800428619287472"
"1","cheetah",4,"left","correct","10.1767655824457","0.444386249679792","0.269179242797952","1.26089603174334"
"1","turtle",46,"right","correct","20.2094155323324","0.444386249679792","-0.322159019623226","0.12519746961463"
"1","turtle",8,"left","correct","19.3576660827421","0.444386249679792","0.133519533064425","1.25134438618974"
"1","turtle",15,"left","correct","19.9505916877927","0.444386249679792","0.299301315970207","0.440608404060838"
"1","turtle",54,"left","correct","19.3570468247097","0.444386249679792","0.222387207396424","-0.0198104669915317"
"1","turtle",7,"right","correct","19.569327126794","0.444386249679792","-0.0997999675201215","-1.2758079219116"
"1","cheetah",5,"left","correct","10.6057171181038","0.444386249679792","0.146177107434443","1.17214048375198"
"1","cheetah",12,"left","incorrect","10.7334946880355","0.444386249679792","-0.173113570378134","0.680603009127197"
"1","turtle",31,"left","incorrect","19.7053340168474","0.444386249679792","-0.192607108091355","0.552552072807861"
"1","turtle",10,"left","incorrect","20.3890485333925","0.444386249679792","-0.112663567734645","1.36311928485728"
"1","cheetah",6,"right","incorrect","11.4867743850627","0.444386249679792","0.253939301116491","-1.17444625120434"
"1","cheetah",7,"left","incorrect","10.4040908056743","0.444386249679792","0.0164554521753258","0.864417637063175"
"1","turtle",30,"left","correct","18.5912178385195","0.444386249679792","0.368672640951876","-0.0167728415383852"
"1","cheetah",3,"right","correct","9.7579027494513","0.444386249679792","-0.297211825062637","-1.74761412877011"
"1","turtle",22,"right","incorrect","17.2936504918881","0.444386249679792","0.239464594025196","-0.60209139816701"
"1","turtle",471,"right","incorrect","19.6495139968816","0.444386249679792","0.18053490041664","-0.199085377042257"
"1","turtle",10,"left","correct","20.1475971222248","0.444386249679792","0.157477060614757","0.966840659075605"
"1","cheetah",8,"left","correct","9.66865253494164","0.444386249679792","0.12777394181651","0.590381962322173"
"1","turtle",8,"right","correct","21.2492660534739","0.444386249679792","-0.115978778673161","-1.18333024466783"
"1","cheetah",12,"right","incorrect","8.35851865813845","0.444386249679792","0.315431067574556","-0.634132951282481"
"1","cheetah",5,"left","correct","8.41282324493431","0.444386249679792","0.122943706625884","0.999059828731741"
"1","turtle",10,"right","incorrect","21.0420415487427","0.444386249679792","0.232583266459064","-1.26746593600265"
"1","turtle",17,"left","incorrect","19.3865073727922","0.444386249679792","-0.227430617641011","0.869541746783472"
"1","turtle",5,"right","correct","19.6208202830343","0.444386249679792","-0.276996010076388","-1.75595919221688"
"1","cheetah",15,"right","incorrect","7.35490460890537","0.444386249679792","0.0735499115687265","-0.294651989691019"
"1","cheetah",3,"left","correct","9.58299784299464","0.444386249679792","0.168736524136292","1.73182599219985"
"1","cheetah",5,"right","incorrect","8.59395015444668","0.444386249679792","0.173336134150634","-1.11591921653702"
"1","cheetah",5,"right","correct","9.48521752476367","0.444386249679792","-0.204749952924698","-0.680575779848714"
"1","turtle",8,"right","incorrect","20.892970366275","0.444386249679792","0.193175759779982","-1.43115612951177"
"1","turtle",5,"left","correct","20.3093015043613","0.444386249679792","0.281765638274721","2.40282493061697"
"1","cheetah",18,"left","correct","10.9334451240464","0.444386249679792","0.368318867941552","-0.0286490632398546"
"1","turtle",13,"right","incorrect","18.6937174105723","0.444386249679792","0.140979736168033","-0.796547658187982"
"1","turtle",7,"right","correct","19.69745990098","0.444386249679792","-0.380071552327942","-0.921171140527574"
"1","turtle",20,"left","incorrect","20.7246251024669","0.444386249679792","-0.209664348791621","0.81033424619138"
"1","turtle",10,"left","incorrect","19.7288248944136","0.444386249679792","-0.161197205245948","1.30687232047149"
"1","turtle",28,"right","correct","20.6572491473598","0.444386249679792","-0.176248623825446","-0.158096500965282"
"1","turtle",86,"left","correct","20.1178374751876","0.444386249679792","0.126367985034557","0.00374011087458221"
"1","cheetah",245,"right","correct","9.05396177965208","0.444386249679792","-0.363831953073983","0.347391904939076"
"1","turtle",8,"left","incorrect","18.5762268071464","0.444386249679792","-0.196839041981324","1.63822620901174"
"1","turtle",32,"right","incorrect","18.4548234225999","0.444386249679792","0.35790793295482","-0.617348391177996"
"1","cheetah",8,"right","incorrect","9.16694954825905","0.444386249679792","0.424438200782358","-0.999183503495574"
"1","cheetah",68,"left","incorrect","9.24461315458413","0.444386249679792","-0.262773737135237","0.338707640894455"
